Car_Name,Year,Selling_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,engine,max_power,seats,mileage
Maruti Zen LXi - BS III,2004,120000,80000,Petrol,Individual,Manual,Second Owner,993,60,5,17.3
Hyundai i20 Era 1.2,2015,490000,45900,Petrol,Individual,Manual,Second Owner,1197,81.83,5,18.6
Honda Amaze S i-Dtech,2013,425000,70000,Diesel,Individual,Manual,First Owner,1498,98.6,5,25.8
Maruti Alto LXi,2011,155000,40000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Mahindra Scorpio SLE BSIV,2013,490000,90000,Diesel,Individual,Manual,Second Owner,2179,120,8,12.05
Maruti Alto LXi BSIII,2010,132000,105000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Hyundai Elite i20 Diesel Sportz,2018,750000,30000,Diesel,Individual,Manual,First Owner,1396,88.76,5,22.54
Maruti Wagon R VXI BS IV with ABS,2011,225000,20000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.9
Hyundai i10 Sportz,2011,240000,80000,Petrol,Individual,Manual,First Owner,1197,78.9,5,20.36
Maruti Wagon R VXI,2004,33351,90000,Petrol,Individual,Manual,Third Owner,998,67.1,5,18.9
Chevrolet Spark 1.0,2010,80000,80000,Petrol,Individual,Manual,Second Owner,995,62,5,18
Maruti 800 Std,2004,40000,120000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Honda BRV i-DTEC V MT,2019,1100000,50000,Diesel,Individual,Manual,Second Owner,1498,98.6,7,21.9
Hyundai Xcent 1.1 CRDi S,2016,380000,80000,Diesel,Individual,Manual,Second Owner,1120,71,5,24.4
Tata New Safari DICOR 2.2 EX 4x2,2011,300000,120000,Diesel,Individual,Manual,Second Owner,2179,138.1,7,11.57
Maruti Alto 800 LXI Anniversary Edition,2014,240000,50000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Maruti Swift VDI,2011,325000,70000,Diesel,Individual,Manual,First Owner,1248,74,5,22.9
Mahindra KUV 100 mFALCON D75 K6,2016,400000,130000,Diesel,Individual,Manual,First Owner,1198,77,6,25.32
Renault Lodgy Stepway 85PS RXZ 8S,2017,800000,50000,Diesel,Individual,Manual,First Owner,1461,83.8,8,21.04
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,80000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Maruti Swift VDI,2013,300000,120000,Diesel,Individual,Manual,Fourth & Above Owner,1248,74,5,22.9
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000,59000,Petrol,Individual,Manual,First Owner,1198,82,5,18.15
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,350000,100000,Diesel,Individual,Manual,Third Owner,1248,73.8,7,18.2
Renault KWID RXT,2016,240000,45000,Petrol,Individual,Manual,Second Owner,799,53.3,5,25.17
Maruti Swift Dzire VDi,2010,220000,80000,Diesel,Individual,Manual,Fourth & Above Owner,1248,73.9,5,19.3
Maruti Wagon R LXI Minor,2008,110000,80000,Petrol,Individual,Manual,Fourth & Above Owner,1061,67,5,18.9
Maruti Vitara Brezza ZDi Plus,2016,850000,100000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000,25000,Diesel,Individual,Manual,First Owner,1248,88.5,5,25.1
Hyundai EON Magna Plus,2013,200000,68697,Petrol,Individual,Manual,Third Owner,814,55.2,5,21.1
Maruti Swift VDI Optional,2017,660000,30000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Honda Amaze VX i-DTEC,2013,420000,40000,Diesel,Individual,Manual,Second Owner,1498,98.6,5,25.8
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000,29000,Petrol,Individual,Manual,First Owner,1172,65,5,16.5
Chevrolet Beat Diesel LS,2013,175000,68000,Diesel,Individual,Manual,Second Owner,936,57.6,5,25.44
Honda Amaze S CVT i-VTEC,2018,750000,15000,Petrol,Individual,Automatic,First Owner,1199,88.7,5,18.1
Maruti Ritz VDi,2014,425000,70000,Diesel,Individual,Manual,First Owner,1248,73.94,5,23.2
Toyota Corolla Altis D-4D G,2015,790000,126000,Diesel,Individual,Manual,Third Owner,1364,87.2,5,21.43
Honda Mobilio RS i DTEC,2015,650000,94000,Diesel,Individual,Manual,Second Owner,1498,98.6,7,24.5
Toyota Corolla Altis D-4D J,2015,780000,129000,Diesel,Individual,Manual,Third Owner,1364,87.2,5,21.43
Hyundai i10 Magna 1.1L,2010,180000,55000,Petrol,Individual,Manual,Second Owner,1086,68.05,5,19.81
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999,40000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Tata Manza Aura (ABS) Quadrajet BS IV,2011,275000,50000,Diesel,Individual,Manual,First Owner,1248,88.8,5,21.12
Hyundai i20 1.2 Asta Option,2017,630000,25000,Petrol,Individual,Manual,Second Owner,1197,81.83,5,18.6
Toyota Corolla H2,2008,150000,60000,Petrol,Individual,Manual,Second Owner,1794,125,5,13.4
Maruti Alto 800 LXI,2016,315000,25000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Tata Indigo CR4,2011,189000,70000,Diesel,Individual,Manual,Second Owner,1396,70,5,23.57
Maruti Swift Dzire VDI,2014,580000,120000,Diesel,Individual,Manual,First Owner,1248,74,5,23.4
Maruti Vitara Brezza VDi,2018,825000,35000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Honda City 1.3 EXI,2004,50000,62000,Petrol,Individual,Manual,Second Owner,1343,90,5,13
Skoda Fabia 1.2 MPI Ambition,2011,200000,120000,Petrol,Individual,Manual,Second Owner,1198,73.9,5,16.25
Tata Venture LX 7 Str,2013,135000,120000,Diesel,Individual,Manual,Third Owner,1405,70,7,15.42
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,680000,80000,Diesel,Individual,Manual,First Owner,1396,88.73,5,22.54
Hyundai i20 1.4 Sportz,2017,670000,80000,Diesel,Individual,Manual,First Owner,1396,88.73,5,22.54
Maruti Alto K10 2010-2014 VXI,2010,240000,80000,Petrol,Individual,Manual,Second Owner,998,67.1,5,20.92
Force One SX ABS 7 Seating,2014,555000,147279,Diesel,Individual,Manual,Second Owner,2200,139.01,7,17
Skoda Rapid 1.6 TDI Ambition Plus,2013,455000,98000,Diesel,Individual,Manual,First Owner,1598,103.5,5,20.5
Maruti Swift Dzire VDI,2018,750000,25000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Maruti Swift Dzire AMT ZDI,2016,700000,90000,Diesel,Individual,Automatic,First Owner,1248,74,5,26.59
Tata Nano XTA,2016,220000,22000,Petrol,Individual,Automatic,First Owner,624,37.48,4,21.9
Tata Indica V2 eLX,2014,160000,120000,Diesel,Individual,Manual,First Owner,1396,69,5,25
Chevrolet Sail Hatchback Diesel,2013,225000,100000,Diesel,Individual,Manual,Second Owner,1248,76.9,5,22.1
Tata Indigo CS LX (TDI) BS III,2008,140000,120000,Diesel,Individual,Manual,Second Owner,1396,69,5,19.09
Maruti Swift Dzire VDI,2014,600000,70000,Diesel,Individual,Manual,Second Owner,1248,74,5,23.4
Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,2179,140,7,16
Chevrolet Spark 1.0 LS,2008,65000,100000,Petrol,Individual,Manual,Third Owner,995,62,5,18
Maruti Ignis 1.2 Delta BSIV,2019,500000,10000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.89
Mahindra XUV500 W6 2WD,2017,1150000,43526,Diesel,Dealer,Manual,First Owner,2179,140,7,16
Skoda Fabia 1.2 MPI Ambition Plus,2012,320000,55885,Petrol,Dealer,Manual,First Owner,1198,75,5,16.25
Ford Ecosport 1.5 Diesel Titanium,2019,950000,16034,Diesel,Dealer,Manual,First Owner,1498,98.96,5,21.7
Ford Figo Diesel EXI,2012,250000,156040,Diesel,Dealer,Manual,First Owner,1399,68,5,20
Ford Endeavour 2.5L 4X2 MT,2004,400000,93415,Diesel,Dealer,Manual,First Owner,2499,141,7,13.1
Maruti Baleno Delta 1.3,2017,600000,20000,Diesel,Individual,Manual,First Owner,1248,74,5,27.39
Maruti Swift VVT VXI,2017,509999,46000,Petrol,Individual,Manual,First Owner,1197,81.8,5,22
Skoda Rapid 1.6 MPI Active BSIV,2016,395000,50000,Petrol,Individual,Manual,Third Owner,1598,103.2,5,15.41
Maruti Wagon R VXI,2018,469000,5000,Petrol,Individual,Manual,First Owner,998,67.05,5,21.79
Maruti Alto 800 LX Optional,2017,250000,42000,Petrol,Individual,Manual,First Owner,796,47.3,5,24.7
Chevrolet Spark 1.0 LT,2011,130000,68519,Petrol,Dealer,Manual,First Owner,995,62.1,5,16.2
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000,30000,Diesel,Individual,Manual,First Owner,1498,98.96,5,23
Ford Figo Diesel ZXI,2011,160000,85000,Diesel,Individual,Manual,First Owner,1399,68,5,20
Maruti Swift Dzire VXi,2012,300000,88000,Petrol,Individual,Manual,First Owner,1298,85.8,5,17.5
Maruti 800 Uniq,2010,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,796,37.5,5,14
Maruti Swift Dzire VXI,2014,400000,100000,Petrol,Individual,Manual,Second Owner,1197,85.8,5,19.1
Tata Tiago XT,2018,450000,22966,Petrol,Dealer,Manual,First Owner,1199,84.48,5,23.84
Mahindra Bolero 2011-2019 SLX,2014,465000,80000,Diesel,Individual,Manual,Second Owner,2523,62.1,7,15.96
Maruti Swift VDI,2012,325000,80000,Diesel,Individual,Manual,Second Owner,1248,74,5,22.9
Maruti Alto LXi,2008,150000,70000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Hyundai EON Era Plus,2014,250000,2350,Petrol,Individual,Manual,First Owner,814,55.2,5,21.1
Maruti Alto LXi,2011,175000,50000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Maruti Alto LXi,2010,175000,58000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Honda City 2017-2020 VTEC,2006,150000,80000,Petrol,Individual,Manual,Second Owner,1497,100,5,16.9
Mahindra Bolero Power Plus SLX,2018,797000,60000,Diesel,Individual,Manual,First Owner,1493,70,7,16.5
Hyundai Elite i20 Asta Option BSIV,2019,800000,35000,Petrol,Individual,Manual,First Owner,1197,81.86,5,18.6
Mahindra Bolero 2011-2019 SLX,2019,750000,59872,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Mahindra Scorpio M2DI,2011,400000,140000,Diesel,Individual,Manual,Second Owner,2179,115,5,13.5
Maruti Alto LX,2012,160000,110000,Petrol,Individual,Manual,First Owner,796,46.3,5,19.7
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,700000,91182,Diesel,Individual,Manual,First Owner,2523,62.1,7,15.96
Maruti Alto LXi,2010,160000,60000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Hyundai i20 Asta 1.4 CRDi,2012,400000,100000,Diesel,Individual,Manual,First Owner,1396,88.76,5,21.27
Toyota Etios Liva GD,2013,451000,120000,Diesel,Individual,Manual,First Owner,1364,67.06,5,23.59
Maruti 800 Std BSIII,2002,40000,80000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Tata Manza Aura (ABS) Quadrajet BS IV,2012,300000,70000,Diesel,Individual,Manual,Third Owner,1248,88.8,5,21.12
Maruti Celerio ZXI Optional,2017,421000,59500,Petrol,Individual,Manual,Second Owner,998,67.04,5,23.1
Maruti Omni CNG,2000,80000,100000,CNG,Individual,Manual,Second Owner,796,67.04,8,15.26
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,45000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Hyundai i20 1.4 CRDi Asta,2011,395000,75500,Diesel,Individual,Manual,Second Owner,1396,90,5,23
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,950000,46000,Diesel,Individual,Manual,Second Owner,1248,88.5,5,24.3
Maruti Alto 800 LXI,2013,270000,60000,Petrol,Individual,Manual,First Owner,796,47.3,5,22.74
Hyundai i20 1.4 Asta (AT),2009,360000,60000,Petrol,Individual,Automatic,Second Owner,1396,100,5,15
Maruti Swift Ldi BSIII,2008,235000,152500,Diesel,Individual,Manual,First Owner,1248,75,5,17.8
Honda Brio V MT,2012,376000,26000,Petrol,Individual,Manual,First Owner,1198,86.8,5,19.4
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,875000,77524,Diesel,Dealer,Manual,First Owner,1498,89.84,5,22.7
Hyundai i20 Sportz 1.2,2014,459999,40523,Petrol,Dealer,Manual,Second Owner,1197,82.85,5,18.5
Maruti Swift VDI,2018,755000,39000,Diesel,Dealer,Manual,First Owner,1248,74,5,28.4
Mahindra XUV500 W8 4WD,2015,1050000,120000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Maruti Baleno Alpha Automatic,2018,800000,25000,Petrol,Individual,Automatic,First Owner,1197,83.1,5,21.4
Maruti Swift VDI BSIV,2015,600000,31000,Diesel,Individual,Manual,Second Owner,1248,74,5,25.2
Maruti Baleno Sigma 1.2,2017,530000,42000,Petrol,Individual,Manual,First Owner,1197,83.1,5,21.4
Maruti Swift Dzire VXI,2015,450000,80000,Petrol,Individual,Manual,First Owner,1197,83.14,5,20.85
Maruti Alto K10 2010-2014 VXI,2011,235000,60000,Petrol,Individual,Manual,First Owner,998,67.1,5,20.92
Skoda Rapid 1.6 MPI AT Elegance,2013,395000,35000,Petrol,Individual,Automatic,Second Owner,1598,103.5,5,14.3
Tata Sumo CX 9 Seater,2008,150000,120000,Diesel,Individual,Manual,First Owner,1948,68,9,12.2
Volkswagen Vento 1.5 TDI Comfortline,2015,515000,120000,Diesel,Individual,Manual,Second Owner,1498,103.2,5,20.34
Ambassador Grand 1500 DSZ BSIII,2008,122000,60000,Diesel,Individual,Manual,Second Owner,1995,52,5,12.8
Hyundai i10 Magna 1.1L,2009,160000,35000,Petrol,Individual,Manual,Third Owner,1086,68.05,5,19.81
Maruti Alto LX,2007,110000,120000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Maruti Swift LDI BSIV,2014,360000,70000,Diesel,Individual,Manual,First Owner,1248,74,5,25.2
Hyundai Verna Transform SX VGT CRDi,2011,260000,90000,Diesel,Individual,Manual,Third Owner,1493,110,5,16.2
Maruti Alto LXi,2007,128000,60000,Petrol,Individual,Manual,Second Owner,796,46.3,5,19.7
Hyundai Verna 1.6 CRDi S,2015,600000,80000,Diesel,Individual,Manual,Second Owner,1582,126.2,5,23.9
Maruti Swift Dzire VDI,2019,675000,25000,Diesel,Individual,Manual,First Owner,1248,74.02,5,28.4
Maruti SX4 Zxi BSIII,2010,300000,50000,Petrol,Individual,Manual,First Owner,1586,104.68,5,15
Maruti 800 AC,2009,125000,80000,Petrol,Individual,Manual,First Owner,796,37,4,16.1
Hyundai Grand i10 Asta Option,2017,550000,25000,Petrol,Individual,Manual,First Owner,1197,82,5,18.9
Maruti Alto LXi,2007,150000,80000,Petrol,Individual,Manual,Third Owner,796,46.3,5,19.7
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,891000,80000,Diesel,Individual,Manual,First Owner,2179,120,7,15.4
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1050000,70000,Diesel,Individual,Manual,First Owner,2494,100.6,7,12.99
Maruti Baleno RS 1.0 Petrol,2018,750000,15000,Petrol,Individual,Manual,First Owner,998,100.5,5,21.1
Hyundai i20 Magna Optional 1.2,2012,380000,27500,Petrol,Individual,Manual,First Owner,1197,82.9,5,18.5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,800000,110000,Diesel,Individual,Manual,Second Owner,2494,100.6,8,12.99
Mahindra Logan Petrol 1.4 GLE,2010,200000,120000,Petrol,Individual,Manual,First Owner,1390,75,5,15.7
Maruti Ciaz VDi Option SHVS,2016,700000,70000,Diesel,Individual,Manual,First Owner,1248,88.5,5,28.09
Honda Mobilio S i DTEC,2015,670000,120000,Diesel,Individual,Manual,First Owner,1498,98.6,7,24.2
Honda City 2017-2020 GXi,2007,210000,140000,Petrol,Individual,Manual,First Owner,1497,78,5,17.7
Maruti Ignis 1.2 Delta BSIV,2017,370000,40000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.89
Maruti Baleno Delta Automatic,2019,600000,20000,Petrol,Individual,Automatic,First Owner,1197,83.1,5,21.4
Maruti Vitara Brezza VDi,2020,810000,15000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Tata Tiago 1.2 Revotron XE,2019,346000,16000,Petrol,Individual,Manual,First Owner,1199,84,5,23.84
Honda City 1.3 EXI,2005,55000,130000,Petrol,Individual,Manual,First Owner,1343,90,5,13
Tata Safari DICOR 2.2 EX 4x2,2012,250000,118000,Diesel,Individual,Manual,Second Owner,2179,138.03,7,13.93
Maruti Swift ZXI BSIII,2006,120000,44000,Petrol,Individual,Manual,Second Owner,1298,88.2,5,16.1
Maruti Ertiga ZDI,2013,600000,50000,Diesel,Individual,Manual,Second Owner,1248,88.8,7,20.77
Maruti Eeco 5 Seater AC BSIV,2016,330000,60000,Petrol,Individual,Manual,First Owner,1196,73,5,15.37
Hyundai i20 Sportz Option 1.2,2014,400000,147000,Petrol,Individual,Manual,Second Owner,1197,81.83,5,18.6
Tata Indica V2 DLS TC,2004,100000,40000,Diesel,Individual,Manual,Second Owner,1405,62,5,16.8
Maruti Swift Dzire VXI,2014,450000,100000,Petrol,Individual,Manual,Third Owner,1197,85.8,5,19.1
Maruti Ertiga SHVS ZDI Plus,2017,800000,55000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Maruti Celerio ZDi,2015,340000,40000,Diesel,Individual,Manual,Second Owner,793,47,5,27.62
Maruti Ritz VDi,2010,225000,64000,Diesel,Individual,Manual,Third Owner,1248,73.9,5,21.1
Maruti Zen LXI,2002,55000,100000,Petrol,Individual,Manual,Second Owner,993,60,5,17.3
Maruti Ertiga SHVS ZDI Plus,2016,900000,50000,Diesel,Individual,Manual,First Owner,1248,88.5,7,24.52
Maruti Wagon R VXI Plus,2018,465000,30000,Petrol,Individual,Manual,First Owner,998,67.04,5,20.51
Maruti Zen LXI,2004,70000,150000,Petrol,Individual,Manual,First Owner,993,60,5,17.3
Tata Zest Revotron 1.2 XT,2016,400000,24177,Petrol,Individual,Manual,First Owner,1193,88.7,5,17.57
Tata Indigo LX,2012,185000,80000,Diesel,Individual,Manual,First Owner,1405,70,5,16.1
Maruti Wagon R LXI,2006,140000,150000,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.9
Renault Lodgy 85PS RxE 7 Seater,2015,415000,120000,Diesel,Individual,Manual,Second Owner,1461,83.8,7,21.04
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,532000,121779,Diesel,Individual,Manual,First Owner,2179,120,8,12.05
Maruti Baleno Delta 1.3,2017,600000,56000,Diesel,Individual,Manual,First Owner,1248,74,5,27.39
Maruti SX4 Vxi BSIII,2008,150000,100000,Petrol,Individual,Manual,Fourth & Above Owner,1586,104.68,5,15
Maruti Swift LXI Option,2018,459999,12000,Petrol,Individual,Manual,First Owner,1197,81.8,5,20.4
Maruti Vitara Brezza ZDi,2017,800000,15381,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Mahindra Bolero SLX 4WD BSIII,2011,310000,5000,Diesel,Individual,Manual,First Owner,2523,63,7,13.6
Nissan Terrano XV Premium 110 PS,2014,475000,40000,Diesel,Individual,Manual,First Owner,1461,108.5,5,19.01
Maruti Alto K10 LXI,2018,350000,10000,Petrol,Individual,Manual,First Owner,998,67.05,5,23.95
Maruti Swift AMT ZXI BSIV,2018,640000,25000,Petrol,Individual,Automatic,First Owner,1197,81.8,5,22
Maruti Wagon R AMT VXI,2017,350000,50000,Petrol,Individual,Automatic,First Owner,998,67,5,20.51
Tata Nexon 1.2 Revotron XE,2018,600000,30000,Petrol,Individual,Manual,First Owner,1198,108.5,5,17
Hyundai Verna 1.6 CRDi SX,2015,575000,23000,Diesel,Individual,Manual,First Owner,1582,126.2,5,23.9
Mahindra Thar CRDe ABS,2019,974000,15000,Diesel,Individual,Manual,First Owner,2498,105,6,16.55
Maruti Wagon R AMT VXI,2018,445000,5000,Petrol,Individual,Automatic,Second Owner,998,67,5,20.51
Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,1248,88.76,7,20.77
Hyundai Creta 1.4 EX Diesel,2020,1050000,20000,Diesel,Individual,Manual,First Owner,1396,88.7,5,22.1
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000,50000,Diesel,Individual,Manual,First Owner,1498,98.59,5,22.77
Ford Figo 1.2P Ambiente MT,2017,370000,40000,Petrol,Individual,Manual,Second Owner,1196,86.8,5,18.16
Maruti Zen Estilo 1.1 VXI BSIII,2007,150000,70000,Petrol,Individual,Manual,Third Owner,1061,64,5,18.2
Maruti Celerio ZXI Optional,2017,483000,15000,Petrol,Individual,Manual,First Owner,998,67.04,5,23.1
Hyundai Grand i10 Magna,2016,470000,10000,Petrol,Individual,Manual,First Owner,1197,82,5,18.9
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,950000,25000,Diesel,Individual,Manual,First Owner,1248,88.5,5,24.3
Hyundai Verna 1.6 VTVT,2013,450000,50000,Petrol,Individual,Manual,Third Owner,1591,121.3,5,17.01
Toyota Etios VX,2011,345000,70000,Petrol,Individual,Manual,First Owner,1496,88.7,5,17.6
Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,1197,81.8,5,20.89
Maruti A-Star Vxi,2009,300000,60000,Petrol,Individual,Manual,First Owner,998,66.1,5,19
Maruti Zen Estilo VXI BSIII,2007,160000,74800,Petrol,Individual,Manual,Second Owner,998,67.1,5,18.2
Maruti 800 AC BSIII,2004,120000,80000,Petrol,Individual,Manual,Second Owner,796,37,4,16.1
Hyundai EON 1.0 Era Plus,2018,340000,120000,Petrol,Individual,Manual,First Owner,998,68.05,5,20.3
Honda City 2017-2020 EXi,2007,138000,120000,Petrol,Individual,Manual,Second Owner,1497,78,5,17.7
Maruti Swift Dzire VXi,2010,231000,80000,Petrol,Individual,Manual,Third Owner,1298,85.8,5,17.5
Mahindra XUV500 W8 4WD,2013,800000,120000,Diesel,Individual,Manual,Second Owner,2179,140,7,15.1
Mahindra XUV300 W8,2019,960000,20000,Petrol,Individual,Manual,First Owner,1197,108.6,5,17
Maruti Wagon R LXI Minor,2009,120000,70000,Petrol,Individual,Manual,Second Owner,1061,67,5,18.9
Maruti Wagon R VXI BS IV,2012,270000,40000,Petrol,Individual,Manual,First Owner,998,67.1,5,18.9
Maruti Ritz LXI,2011,200000,100000,Petrol,Individual,Manual,Second Owner,1197,85.8,5,21.1
Maruti Swift VXI,2012,328000,123000,Petrol,Individual,Manual,First Owner,1197,85.8,5,18.6
Hyundai Verna 1.6 SX CRDi (O),2012,432000,77000,Diesel,Individual,Manual,First Owner,1582,126.32,5,22.32
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,565000,7000,Petrol,Individual,Manual,First Owner,999,75,5,18.78
Maruti Eeco 5 Seater AC BSIV,2017,390000,70000,Petrol,Individual,Manual,First Owner,1196,73,5,15.37
Ford Figo 1.5D Titanium MT,2017,600000,30000,Diesel,Individual,Manual,First Owner,1498,99,5,25.83
Hyundai i20 1.4 CRDi Sportz,2011,250000,120000,Diesel,Individual,Manual,Third Owner,1396,90,5,23
Chevrolet Spark 1.0 LT,2011,165000,70000,Petrol,Individual,Manual,First Owner,995,62,5,18
Honda City 1.5 S MT,2011,421000,105000,Petrol,Individual,Manual,First Owner,1497,118,5,17
Hyundai Accent Executive,2012,225000,109322,Petrol,Individual,Manual,Second Owner,1495,93.7,5,16.36
Nissan Sunny Diesel XV,2013,350000,120000,Diesel,Individual,Manual,First Owner,1461,84.8,5,21.64
Maruti Baleno Zeta 1.3,2015,600000,70000,Diesel,Individual,Manual,Second Owner,1248,74,5,27.39
